theme,file_name,chunk_index,chunk_id,chunk_text,chunk_length,has_numbers,has_percentages,has_years,has_sdg_keywords,relevance_score
"Social Development   Social protection and inclusion and other/Social Development –  Social protection and inclusion, and other/unsorted Social Development","First draft Country gender profile_March 2025_Women, Poverty and Social Protection sections.pdf",3,"First draft Country gender profile_March 2025_Women, Poverty and Social Protection sections.pdf_chunk3","Even following the recent increases, the maximum amount of benefit would hardly exceed ALL 12,000 (EUR 100) for a household with three or more dependent children, whereas the poverty threshold for a household with two dependent children was of a monthly amount of ALL 47,345 in 2023 (SILC 2024).4 With regards to women’s poverty, some specific strategic measures are envisaged in the 2021-2030 NSGE under the first strategic goal aimed at: reducing/eliminating poverty through the fulfillment of economic and social rights for women and girls, their empowerment particularly through aiming at growth and sustainability of the environmental (green) economy; and their equal participation in digitalization. While poverty related gender gap in Albania is not significant prima facie, there are several aspects to consider, when examining the relationship between gender and poverty. Traditionally, monetary poverty is calculated at the household level, making it difficult to distinguish the poverty status of different household members.5 In addition, income-based poverty measurements fail to capture the complex experiences of women and girls who face multiple and intersecting forms of discrimination, deficits in income, health care, housing and education, which tend to cluster and compound one another. To address this, multidimensional poverty measures have emerged incorporating individual- level variables such as education and health, but they also continue to rely strongly on household- level variables, such as access to housing or infrastructure.",226,True,False,True,True,0.0
"Social Development   Social protection and inclusion and other/Social Development –  Social protection and inclusion, and other/unsorted Social Development","First draft Country gender profile_March 2025_Women, Poverty and Social Protection sections.pdf",4,"First draft Country gender profile_March 2025_Women, Poverty and Social Protection sections.pdf_chunk4","Traditionally, monetary poverty is calculated at the household level, making it difficult to distinguish the poverty status of different household members.5 In addition, income-based poverty measurements fail to capture the complex experiences of women and girls who face multiple and intersecting forms of discrimination, deficits in income, health care, housing and education, which tend to cluster and compound one another. To address this, multidimensional poverty measures have emerged incorporating individual- level variables such as education and health, but they also continue to rely strongly on household- level variables, such as access to housing or infrastructure. Poverty measures also exclude critical aspects intrinsically intertwined with women’s and girls’ experience of poverty, including their 1 INSTAT, Income and Living Conditions Survey in Albania (EU-SILC) 2023, published in December 2024 https://www.instat.gov.al/media/14638/income-and-living-conditions-survey-2023_1312.pdf 2 INSTAT(2023), Income and Living Condition Survey: https://www.instat.gov.al/media/14638/income-and-living-conditions-survey- 2023_1312.pdf 3 Ibid. https://www.instat.gov.al/media/14638/income-and-living-conditions-survey-2023_1312.pdf 4 Information based on the “Review of local budget spending on social care services”, 2022, developed in the context of LNB2 (draft not yet published). 5 German Institute of Development and Sustainability (IDOS), (2023), Policy Brief: The Gendered Nature of Poverty: Data, Evidence and Policy Recommendations, https://www.idos-research.de/uploads/media/PB_24.2023.pdf ALBANIA COUNTRY GENDER EQUALITY PROFILE 2025 2 exposure to gender-based violence, lack of voice and agency, and heightened time poverty.6 In addition, gender-related data on poverty are systematically collected through household surveys and do not take into account the power dynamics within the families.",231,True,False,True,False,0.0
"Social Development   Social protection and inclusion and other/Social Development –  Social protection and inclusion, and other/unsorted Social Development","First draft Country gender profile_March 2025_Women, Poverty and Social Protection sections.pdf",5,"First draft Country gender profile_March 2025_Women, Poverty and Social Protection sections.pdf_chunk5","https://www.instat.gov.al/media/14638/income-and-living-conditions-survey-2023_1312.pdf 4 Information based on the “Review of local budget spending on social care services”, 2022, developed in the context of LNB2 (draft not yet published). 5 German Institute of Development and Sustainability (IDOS), (2023), Policy Brief: The Gendered Nature of Poverty: Data, Evidence and Policy Recommendations, https://www.idos-research.de/uploads/media/PB_24.2023.pdf ALBANIA COUNTRY GENDER EQUALITY PROFILE 2025 2 exposure to gender-based violence, lack of voice and agency, and heightened time poverty.6 In addition, gender-related data on poverty are systematically collected through household surveys and do not take into account the power dynamics within the families. A very high number of women worldwide living in non-poor households have no or limited access to their own income and no or little say in how household resources may be used. They are de facto income poor and likely to face many other deprivations yet remain uncounted and invisible.7 The EU Statistics on Income and Living Conditions (EU-SILC) measures poverty in Albania, based on income distribution, poverty and social exclusion. Poverty measurement under the EU-SILC survey relies on a relative concept, which considers poverty as being economically disadvantaged compared to others within the same population. The poverty line is defined as 60% of the median equivalized disposable income per individual in a household8.",206,True,True,True,False,0.0
"Social Development   Social protection and inclusion and other/Social Development –  Social protection and inclusion, and other/unsorted Social Development","First draft Country gender profile_March 2025_Women, Poverty and Social Protection sections.pdf",6,"First draft Country gender profile_March 2025_Women, Poverty and Social Protection sections.pdf_chunk6","Poverty measurement under the EU-SILC survey relies on a relative concept, which considers poverty as being economically disadvantaged compared to others within the same population. The poverty line is defined as 60% of the median equivalized disposable income per individual in a household8. The equivalized disposable income assumes that all members of a household being they women or men share resources equally, meaning every member enjoys the same standard of living.9 Therefore, income attributed to each individual represents a measure of their standard of living rather than actual earnings. Given this assumption, SILC data does not reveal significant gender disparities in the risk of poverty or social exclusion. 3.2.2. Women from vulnerable groups and poverty Poverty and inequalities are more evident in rural areas and among the vulnerable groups in Albania society, including members of the Roma and Egyptian communities, elderly, youth, persons with disabilities, and others. While disaggregated data on poverty levels within these groups are missing, various reports indicate persisting challenges with regards to social inclusion, employment and other opportunities.",172,True,True,False,False,0.0
"Social Development   Social protection and inclusion and other/Social Development –  Social protection and inclusion, and other/unsorted Social Development","First draft Country gender profile_March 2025_Women, Poverty and Social Protection sections.pdf",7,"First draft Country gender profile_March 2025_Women, Poverty and Social Protection sections.pdf_chunk7","Women from vulnerable groups and poverty Poverty and inequalities are more evident in rural areas and among the vulnerable groups in Albania society, including members of the Roma and Egyptian communities, elderly, youth, persons with disabilities, and others. While disaggregated data on poverty levels within these groups are missing, various reports indicate persisting challenges with regards to social inclusion, employment and other opportunities. For example, human rights mechanisms have expressed concerns about the situation of people living in remote and rural communities, which is lagging behind, leading to widespread poverty, unemployment and marginalization10; persistent and widespread structural discrimination against Roma and Egyptians, who continue to face social exclusion and marginalization11, or exclusion and poverty experienced by persons with dishabilles resulting from both a lack of awareness among the population at large and from widespread accessibility problems.12 Women from these groups are particularly affected due to the intersection of gender with other potential grounds for discrimination and inclusion including ethnicity, disability, age, sexual orientation, residence (rural areas) or other factors. The Government of Albania recognized and 6 UN Women (2024), World survey on the role of women in development 2024: Harnessing social protection for gender equality, resilience and transformation, https://www.unwomen.org/en/digital-library/publications/2024/10/world-survey-on-the-role-of-women-in- development-2024 7 Ibid. 8 This calculation is adjusted using the modified OECD equivalence scale, ensuring comparability across households of different sizes and compositions. The concept of equivalized disposable income plays a central role in this methodology.",235,True,False,True,False,0.0
"Social Development   Social protection and inclusion and other/Social Development –  Social protection and inclusion, and other/unsorted Social Development","First draft Country gender profile_March 2025_Women, Poverty and Social Protection sections.pdf",8,"First draft Country gender profile_March 2025_Women, Poverty and Social Protection sections.pdf_chunk8","8 This calculation is adjusted using the modified OECD equivalence scale, ensuring comparability across households of different sizes and compositions. The concept of equivalized disposable income plays a central role in this methodology. It begins by determining the total disposable income of a household, which includes net income after taxes and deductions for health and social insurance contributions. This total is then divided by the household's equivalized size, as calculated by the modified OECD scale. 9 EUROSTAT (2023), Methodological Guidelines and Description of EU-SILC Target Variables, https://ec.europa.eu/eurostat/documents/203647/20298610/Methodological+guidelines+2023+operation_v6-accessibility.pdf/2d6aa68c- aa51-d386-1f1c-0206fda5be49?t=1730709878443 10 UN Special Rapporteur on the Right to Development (2023), Report on the visit to Albania, July, 2023, https://undocs.org/Home/Mobile?FinalSymbol=A%2FHRC%2F54%2F27%2FAdd.1&Language=E&DeviceType=Desktop&LangRequested=Fal se 11 Committee on the Elimination of Racial Discrimination (CERD) 2024, Concluding observations on the combined thirteenth and fourteenth periodic reports of Albania, 23 May 2024, https://undocs.org/Home/Mobile?FinalSymbol=CERD%2FC%2FALB%2FCO%2F13- 14&Language=E&DeviceType=Desktop&LangRequested=False 12 UN Special Rapporteur on the Right to Development (2023), Report on the visit to Albania, July, 2023, https://undocs.org/Home/Mobile?FinalSymbol=A%2FHRC%2F54%2F27%2FAdd.1&Language=E&DeviceType=Desktop&LangRequested=Fal se ALBANIA COUNTRY GENDER EQUALITY PROFILE 2025 3 incorporated the principle of intersectionality in its NSGE 2021-2030, where it prioritizes, young women and girls, in all their diversity13, at the center of the Strategies’ measures and actions. However, four years after the adoption of the Strategy there is limited information on specific measures taken to address poverty and social inclusion among women and girls (with a few exceptions on increased economic aid for certain groups of women - see below).",234,True,True,True,True,0.0
"Social Development   Social protection and inclusion and other/Social Development –  Social protection and inclusion, and other/unsorted Social Development","First draft Country gender profile_March 2025_Women, Poverty and Social Protection sections.pdf",9,"First draft Country gender profile_March 2025_Women, Poverty and Social Protection sections.pdf_chunk9","9 EUROSTAT (2023), Methodological Guidelines and Description of EU-SILC Target Variables, https://ec.europa.eu/eurostat/documents/203647/20298610/Methodological+guidelines+2023+operation_v6-accessibility.pdf/2d6aa68c- aa51-d386-1f1c-0206fda5be49?t=1730709878443 10 UN Special Rapporteur on the Right to Development (2023), Report on the visit to Albania, July, 2023, https://undocs.org/Home/Mobile?FinalSymbol=A%2FHRC%2F54%2F27%2FAdd.1&Language=E&DeviceType=Desktop&LangRequested=Fal se 11 Committee on the Elimination of Racial Discrimination (CERD) 2024, Concluding observations on the combined thirteenth and fourteenth periodic reports of Albania, 23 May 2024, https://undocs.org/Home/Mobile?FinalSymbol=CERD%2FC%2FALB%2FCO%2F13- 14&Language=E&DeviceType=Desktop&LangRequested=False 12 UN Special Rapporteur on the Right to Development (2023), Report on the visit to Albania, July, 2023, https://undocs.org/Home/Mobile?FinalSymbol=A%2FHRC%2F54%2F27%2FAdd.1&Language=E&DeviceType=Desktop&LangRequested=Fal se ALBANIA COUNTRY GENDER EQUALITY PROFILE 2025 3 incorporated the principle of intersectionality in its NSGE 2021-2030, where it prioritizes, young women and girls, in all their diversity13, at the center of the Strategies’ measures and actions. However, four years after the adoption of the Strategy there is limited information on specific measures taken to address poverty and social inclusion among women and girls (with a few exceptions on increased economic aid for certain groups of women - see below). CEDAW Committee in its latest Concluding Observations addressed to Albania in 2023 raised concerns about “the disproportionately high levels of poverty and limited access to economic and social benefits among disadvantaged groups of women, in particular rural women, women with disabilities, women belonging to ethnic minorities and lesbian, bisexual, transgender and intersex women”.14 3.2.3.",213,True,True,True,True,0.0
"Social Development   Social protection and inclusion and other/Social Development –  Social protection and inclusion, and other/unsorted Social Development","First draft Country gender profile_March 2025_Women, Poverty and Social Protection sections.pdf",10,"First draft Country gender profile_March 2025_Women, Poverty and Social Protection sections.pdf_chunk10","However, four years after the adoption of the Strategy there is limited information on specific measures taken to address poverty and social inclusion among women and girls (with a few exceptions on increased economic aid for certain groups of women - see below). CEDAW Committee in its latest Concluding Observations addressed to Albania in 2023 raised concerns about “the disproportionately high levels of poverty and limited access to economic and social benefits among disadvantaged groups of women, in particular rural women, women with disabilities, women belonging to ethnic minorities and lesbian, bisexual, transgender and intersex women”.14 3.2.3. Social Protection For several years, Albania has been implementing a broad social protection and social inclusion reform, based on a robust legal and policy framework including the 2016 Law on Social Care Services, the National Strategy on Social Protection 2015-2020 (extended until 2023) and the current National Strategy on Social Protection (NSSP) 2024- 2030, adopted in January 2024, which aims to advance further the results achieved in previous years of the reforms on social protection of low-income and disadvantaged population. Several policy documents have been developed on social protection and inclusion of specific disadvantaged groups.15 The overall social protection scheme includes social insurance16, employment and labor market programs17. Social protection of low-income and disadvantaged population is a very important component of the scheme through (i) cash assistance18 and (ii) social care services.19 In 2022, social protection spending was 1.66 billion euros, representing 9.2 percent of GDP and 30.4 percent of total expenditures.",249,True,False,True,False,0.0
"Social Development   Social protection and inclusion and other/Social Development –  Social protection and inclusion, and other/unsorted Social Development","First draft Country gender profile_March 2025_Women, Poverty and Social Protection sections.pdf",11,"First draft Country gender profile_March 2025_Women, Poverty and Social Protection sections.pdf_chunk11","Several policy documents have been developed on social protection and inclusion of specific disadvantaged groups.15 The overall social protection scheme includes social insurance16, employment and labor market programs17. Social protection of low-income and disadvantaged population is a very important component of the scheme through (i) cash assistance18 and (ii) social care services.19 In 2022, social protection spending was 1.66 billion euros, representing 9.2 percent of GDP and 30.4 percent of total expenditures. This is modest compared to the EU's 19.5 percent of GDP spent on social protection in 2022. In 2023, social protection spending in Albania fell to 8.7 percent of GDP but remained higher in terms of total spending (1.9 billion euros or 30.7 percent of total expenditures). The projection for 2024 was 9.5 percent of GDP or 2.2 billion euros, accounting for 30.9 percent of total expenditure. The same projections are expected for 2025 with 9.5 percent of GDP or 30.1 percent of total expenditures. The increase in 2024 and 2025 is due to the new pensions scheme that accounts for around 0.3 percent of GDP20. The pension scheme is part of the social insurance fund which makes up for most of the spending on social protection. This fund was 7.6 percent of GDP in 2022, 7.2 percent of GDP in 2023, 7.1 percent in 2024 and planned for 7.3 percent of GDP in 2025.",227,True,False,True,False,0.0
"Social Development   Social protection and inclusion and other/Social Development –  Social protection and inclusion, and other/unsorted Social Development","First draft Country gender profile_March 2025_Women, Poverty and Social Protection sections.pdf",12,"First draft Country gender profile_March 2025_Women, Poverty and Social Protection sections.pdf_chunk12","The pension scheme is part of the social insurance fund which makes up for most of the spending on social protection. This fund was 7.6 percent of GDP in 2022, 7.2 percent of GDP in 2023, 7.1 percent in 2024 and planned for 7.3 percent of GDP in 2025. Unemployment cash benefits21, cash benefits and disability payments as well as new policies such as Baby Bonus make up 13 These include Roma and Egyptian women, young women, and girls; women, young women, and girls with disabilities; economically and socially deprived women, young women, and girls; women, young women, and girls living in rural areas; women, young women, and girls victims of rape or human trafficking; single mothers; women, young women, and girls migrant and asylum seekers; women, young women, and girls LBTI+; and older women, since they face multiple forms of discrimination. 14 Committee on the Elimination of Discrimination against Women (CEADW), 2023, Concluding observations on the fifth periodic report of Albania. https://tbinternet.ohchr.org/_layouts/15/treatybodyexternal/Download.aspx?symbolno=CEDAW%2FC%2FALB%2FCO%2F5&Lang=en 15 National Action Plan for the Integration of Roma and Egyptians 2021-2025, the National Action Plan for Persons with Disabilities 2021- 2025, the National Agenda on Children’s Rights 2021-2025, the Deinstitutionalization Action Plan 2020-2022, the Strategy on Social Housing 2016-2025 updated in 2021, National Action Plan on LGBTI+ persons 2021-2027 and National Action Plan against Trafficking in Persons 2021-2023. 16 Contributory and Non-contributory Pensions. 17 Vocational training Wage subsidies On-the-job training and internships Entrepreneurship support, Unemployment Benefits, Maternity Benefits, etc.",243,True,False,True,False,0.0
"Social Development   Social protection and inclusion and other/Social Development –  Social protection and inclusion, and other/unsorted Social Development","First draft Country gender profile_March 2025_Women, Poverty and Social Protection sections.pdf",13,"First draft Country gender profile_March 2025_Women, Poverty and Social Protection sections.pdf_chunk13","16 Contributory and Non-contributory Pensions. 17 Vocational training Wage subsidies On-the-job training and internships Entrepreneurship support, Unemployment Benefits, Maternity Benefits, etc. 18 Economic Aid/ (Ndihma Ekonomike) and different subsides for NE beneficiaries, disability allowance, social pension. 19 Social and family services. 20 Ministry of Finance of Albania, budget law for 2024. 21 The reduction of the number of people who benefit from the unemployment payment, 3,750 unemployed during 2025-2027, aims to translate into the integration of women and men from these families in the labor market. ALBANIA COUNTRY GENDER EQUALITY PROFILE 2025 4 for 1.4 percent of GDP in 2022, 1.3 percent of GDP in 2023, 1.2 percent of and 1.1 percent of GDP respectively in 2024 and 2025. Cash benefits The social protection budget is dominated by cash benefit outlays, which accounts for around 95 percent and projected to remain at similar levels in the medium term. There is no significant gender difference with regards to economic assistance beneficiaries, although the number of men is slightly higher than women. In 2021, to mitigate the impact of Covid 19 pandemic, the amount of the economic aid (EA) increased for certain categories, particularly to the benefit of women. These included doubling the amount of EA for families with 3 or more children, while an additional 10% was provided for other families, and tripling of payment for orphans, victims of trafficking and victims of domestic violence.",234,True,True,True,False,0.0
"Social Development   Social protection and inclusion and other/Social Development –  Social protection and inclusion, and other/unsorted Social Development","First draft Country gender profile_March 2025_Women, Poverty and Social Protection sections.pdf",14,"First draft Country gender profile_March 2025_Women, Poverty and Social Protection sections.pdf_chunk14","In 2021, to mitigate the impact of Covid 19 pandemic, the amount of the economic aid (EA) increased for certain categories, particularly to the benefit of women. These included doubling the amount of EA for families with 3 or more children, while an additional 10% was provided for other families, and tripling of payment for orphans, victims of trafficking and victims of domestic violence. In 2022, cash benefits were increased again to mitigate the potential economic impact of the war in Ukraine, including as doubling the payment for women heads",90,True,True,True,False,0.0
"Social Development   Social protection and inclusion and other/Social Development –  Social protection and inclusion, and other/unsorted Social Development",The_20State_20of_20Economic_20Inclusion_20Report_202024_0.pdf,1,The_20State_20of_20Economic_20Inclusion_20Report_202024_0.pdf_chunk1,"The State of Economic Inclusion Report 2024 Pathways to Scale Inés Arévalo-Sánchez, Janet Heisey, Sarang Chaudhary, Timothy Clay, Victoria Strokova, Puja Vasudeva Dutta, and Colin Andrews The State of Economic Inclusion Report 2024 Scan the QR code to see this and prior editions of The State of Economic Inclusion Report. The State of Economic Inclusion Report 2024 Pathways to Scale Inés Arévalo-Sánchez, Janet Heisey, Sarang Chaudhary, Timothy Clay, Victoria Strokova, Puja Vasudeva Dutta, and Colin Andrews © 2024 International Bank for Reconstruction and Development / The World Bank 1818 H Street NW, Washington, DC 20433 Telephone: 202-473-1000; Internet: www.worldbank.org Some rights reserved 1 2 3 4 27 26 25 24 This work is a product of the staff of The World Bank with external contributions. The findings, interpretations, and conclusions expressed in this work do not necessarily reflect the views of The World Bank, its Board of Executive Directors, or the governments they represent. The World Bank does not guarantee the accuracy, completeness, or currency of the data included in this work and does not assume responsibility for any errors, omissions, or discrepancies in the information, or liability with respect to the use of or failure to use the information, methods, processes, or conclusions set forth. The boundaries, colors, denominations, links/footnotes, and other information shown in this work do not imply any judgment on the part of The World Bank concerning the legal status of any territory or the endorsement or acceptance of such boundaries.",245,True,False,True,False,0.0
"Social Development   Social protection and inclusion and other/Social Development –  Social protection and inclusion, and other/unsorted Social Development",The_20State_20of_20Economic_20Inclusion_20Report_202024_0.pdf,2,The_20State_20of_20Economic_20Inclusion_20Report_202024_0.pdf_chunk2,"The World Bank does not guarantee the accuracy, completeness, or currency of the data included in this work and does not assume responsibility for any errors, omissions, or discrepancies in the information, or liability with respect to the use of or failure to use the information, methods, processes, or conclusions set forth. The boundaries, colors, denominations, links/footnotes, and other information shown in this work do not imply any judgment on the part of The World Bank concerning the legal status of any territory or the endorsement or acceptance of such boundaries. The citation of works authored by others does not mean The World Bank endorses the views expressed by those authors or the content of their works. Nothing herein shall constitute or be construed or considered to be a limitation upon or waiver of the privileges and immunities of The World Bank, all of which are specifically reserved. Rights and Permissions This work is available under the Creative Commons Attribution 3.0 IGO license (CC BY 3.0 IGO) http:// creativecommons.org/licenses/by/3.0/igo. Under the Creative Commons Attribution license, you are free to copy, distribute, transmit, and adapt this work, including for commercial purposes, under the following conditions: Attribution-Please cite the work as follows: Arévalo-Sánchez, Inés, Janet Heisey, Sarang Chaudhary, Timothy Clay, Victoria Strokova, Puja Vasudeva Dutta, and Colin Andrews. 2024. The State of Economic Inclusion Report 2024: Pathways to Scale. Washington, DC: World Bank. doi:10.1596/978-1-4648-2076-2.",232,True,False,True,False,0.0
"Social Development   Social protection and inclusion and other/Social Development –  Social protection and inclusion, and other/unsorted Social Development",The_20State_20of_20Economic_20Inclusion_20Report_202024_0.pdf,3,The_20State_20of_20Economic_20Inclusion_20Report_202024_0.pdf_chunk3,"Washington, DC: World Bank. doi:10.1596/978-1-4648-2076-2. License: Creative Commons Attribution CC BY 3.0 IGO Translations-If you create a translation of this work, please add the following disclaimer along with the attribution: This translation was not created by The World Bank and should not be considered an official World Bank translation. The World Bank shall not be liable for any content or error in this translation. Adaptations-If you create an adaptation of this work, please add the following disclaimer along with the attribution: This is an adaptation of an original work by The World Bank. Views and opinions expressed in the adaptation are the sole responsibility of the author or authors of the adaptation and are not endorsed by The World Bank. Third-party content-The World Bank does not necessarily own each component of the content contained within the work. The World Bank therefore does not warrant that the use of any third-party-owned individual component or part contained in the work will not infringe on the rights of those third parties. The risk of claims resulting from such infringement rests solely with you. If you wish to re-use a component of the work, it is your responsibility to determine whether permission is needed for that re-use and to obtain permission from the copyright owner. Examples of components can include, but are not limited to, tables, figures, or images.",225,True,False,True,False,0.0
"Social Development   Social protection and inclusion and other/Social Development –  Social protection and inclusion, and other/unsorted Social Development",The_20State_20of_20Economic_20Inclusion_20Report_202024_0.pdf,4,The_20State_20of_20Economic_20Inclusion_20Report_202024_0.pdf_chunk4,"If you wish to re-use a component of the work, it is your responsibility to determine whether permission is needed for that re-use and to obtain permission from the copyright owner. Examples of components can include, but are not limited to, tables, figures, or images. All queries on rights and licenses should be addressed to World Bank Publications, The World Bank, 1818 H Street NW, Washington, DC 20433, USA; e-mail: pubrights@worldbank.org. ISBN: 978-1-4648-2076-2 ISBN (electronic): 978-1-4648-2077-9 DOI: 10.1596/978-1-4648-2076-2 Cover photo: Vincent Tremeau / World Bank. Further permission required for re-use. Cover design: Will Kemp / World Bank.",97,True,False,True,False,0.0
"Social Development   Social protection and inclusion and other/Social Development –  Social protection and inclusion, and other/unsorted Social Development",The_20State_20of_20Economic_20Inclusion_20Report_202024_0.pdf,5,The_20State_20of_20Economic_20Inclusion_20Report_202024_0.pdf_chunk5,"Further permission required for re-use. Cover design: Will Kemp / World Bank. Library of Congress Control Number: 2024917592 v Contents Foreword xi Acknowledgments xiii About the Authors xv Executive Summary xvii Abbreviations xxxi Introduction 1 Partnership for Economic Inclusion and The State of Economic Inclusion Report 1 Landscape Survey 2023 2 How to Navigate SEI 2024 3 Notes 4 References 5 1 Economic Inclusion in Overlapping Crises 6 Introduction 7 Safeguarding Poor and Vulnerable Populations Amid Overlapping Crises 7 Building Long-Term Resilience to Shocks 9 Creating Jobs for the Poorest People 13 Notes 17 References 17 Spotlight 1 A Look at the Evidence Emerging from Government-Led Programs 22 2 A Growing Global Footprint-Economic Inclusion Is Expanding 28 The Global Footprint of Economic Inclusion Programs Is Growing 29 Governments Lead the Effort to Scale Up 29 Scale-Up Is Under Way but Falling Significantly Short of Needs 31 The Greater Diversity of Programs Is Evident 33 The Surge in Programs Has Prompted an Update of the Economic Inclusion Framework 39 Household- and Area-Focused Programs Provide Insight into the Diverse Approaches to Economic Inclusion 40 Large-Scale Programs Bring to Light Diverse Approaches 44 Notes 47 References 48 3 Program Design for Scale 50 Introduction 51 vi THE STATE OF ECONOMIC INCLUSION REPORT 2024 Five Dimensions of Scale Reflect Program Growth Beyond Coverage 52 Programs Can Scale Up by Adding New Population Groups 53 Programs That Scale Up by Expanding to New Geographic Areas May Require Adaptation 58 Programs Broadening Their Activities Must Balance Participant Needs, Monitoring, Cost, and Complexity 60 Programs Seek to Achieve Women’s Economic Empowerment 64 Effective Scale Up Requires Good Diagnostics 67 References 68 Spotlight 2 Adapting Economic Inclusion to a Growing Youth Population 70 4 Program Delivery at Scale and Policy Integration 74 Introduction 75 Implementation Arrangements Vary Widely to Ensure Effective Delivery 76 Engaging the Private Sector in Service Delivery Shows Strong Potential 85 Incorporating Community Structures into Program Delivery Can Facilitate Local Buy-In 86 Digital Platforms and Tools Can Significantly Facilitate Service Delivery 90 Integrating Programs into National Policies Can Facilitate Political Support and Budget Allocation 92 Notes 98 References 99 Spotlight 3 Economic Inclusion in an Increasingly Digital World 101 Special Focus: Climate-Resilient Economic Inclusion 104 Introduction 105 Economic Inclusion Programs as Enablers of Climate-Resilient Development 108 A Growing Body of CREI Programs 109 Climate-Resilient Programs Tackle Climate Change and Poverty by Design 112 For Successful Program Delivery, Collaboration Is Needed Across Diverse Sectors, Ministries, and Implementers 120 What Will It Take to Scale Up Climate-Resilient Economic Inclusion?",422,True,False,True,False,0.0
"Social Development   Social protection and inclusion and other/Social Development –  Social protection and inclusion, and other/unsorted Social Development",The_20State_20of_20Economic_20Inclusion_20Report_202024_0.pdf,6,The_20State_20of_20Economic_20Inclusion_20Report_202024_0.pdf_chunk6,"Cover design: Will Kemp / World Bank. Library of Congress Control Number: 2024917592 v Contents Foreword xi Acknowledgments xiii About the Authors xv Executive Summary xvii Abbreviations xxxi Introduction 1 Partnership for Economic Inclusion and The State of Economic Inclusion Report 1 Landscape Survey 2023 2 How to Navigate SEI 2024 3 Notes 4 References 5 1 Economic Inclusion in Overlapping Crises 6 Introduction 7 Safeguarding Poor and Vulnerable Populations Amid Overlapping Crises 7 Building Long-Term Resilience to Shocks 9 Creating Jobs for the Poorest People 13 Notes 17 References 17 Spotlight 1 A Look at the Evidence Emerging from Government-Led Programs 22 2 A Growing Global Footprint-Economic Inclusion Is Expanding 28 The Global Footprint of Economic Inclusion Programs Is Growing 29 Governments Lead the Effort to Scale Up 29 Scale-Up Is Under Way but Falling Significantly Short of Needs 31 The Greater Diversity of Programs Is Evident 33 The Surge in Programs Has Prompted an Update of the Economic Inclusion Framework 39 Household- and Area-Focused Programs Provide Insight into the Diverse Approaches to Economic Inclusion 40 Large-Scale Programs Bring to Light Diverse Approaches 44 Notes 47 References 48 3 Program Design for Scale 50 Introduction 51 vi THE STATE OF ECONOMIC INCLUSION REPORT 2024 Five Dimensions of Scale Reflect Program Growth Beyond Coverage 52 Programs Can Scale Up by Adding New Population Groups 53 Programs That Scale Up by Expanding to New Geographic Areas May Require Adaptation 58 Programs Broadening Their Activities Must Balance Participant Needs, Monitoring, Cost, and Complexity 60 Programs Seek to Achieve Women’s Economic Empowerment 64 Effective Scale Up Requires Good Diagnostics 67 References 68 Spotlight 2 Adapting Economic Inclusion to a Growing Youth Population 70 4 Program Delivery at Scale and Policy Integration 74 Introduction 75 Implementation Arrangements Vary Widely to Ensure Effective Delivery 76 Engaging the Private Sector in Service Delivery Shows Strong Potential 85 Incorporating Community Structures into Program Delivery Can Facilitate Local Buy-In 86 Digital Platforms and Tools Can Significantly Facilitate Service Delivery 90 Integrating Programs into National Policies Can Facilitate Political Support and Budget Allocation 92 Notes 98 References 99 Spotlight 3 Economic Inclusion in an Increasingly Digital World 101 Special Focus: Climate-Resilient Economic Inclusion 104 Introduction 105 Economic Inclusion Programs as Enablers of Climate-Resilient Development 108 A Growing Body of CREI Programs 109 Climate-Resilient Programs Tackle Climate Change and Poverty by Design 112 For Successful Program Delivery, Collaboration Is Needed Across Diverse Sectors, Ministries, and Implementers 120 What Will It Take to Scale Up Climate-Resilient Economic Inclusion? 122 Notes 124 References 124 Policy Recommendations 129 Appendix A Survey Methodology 135 Appendix B Comparison of Landscape Survey Data in SEI 2021 and SEI 2024 143 Appendix C Economic Inclusion Programs Surveyed Globally 161 Glossary 195 Contents vii BOXES ES.1 Emerging Evidence from Government-Led Programs xix I.1 Key Terms Used in SEI 2024 2 I.2 Landscape Survey of Economic Inclusion Programs 2023 3 1.1 Global Megatrends with Implications for Poverty Reduction 8 1.2 Building Resilience After the COVID-19 Pandemic 10 1.3 Adaptive Social Protection and Climate Resilience 12 1.4 The Jobs Challenge and Women 13 1.5 Facilitating Access to Markets and Better Job Opportunities in Ethiopia 15 2.1 Social Assistance Programs Provide a Solid Foundation for Scaling Up 30 2.2 Definitions of Poverty and Vulnerability Segments from the Landscape Survey 2023 35 2.3 Examples of Household-Focused Economic Inclusion Programs 42 2.4 Examples of Area-Focused Economic Inclusion Programs 43 3.1 BOMA’s REAP Approach for Different Population Groups 54 3.2 Empowering Displaced People: What Does the Evidence Say?",584,True,False,True,False,0.0
